Review,text_clean,text_casefoldingText,text_final_splitted,text_slangwords,text_tokenizingText,text_normalized,text_stopword,text_sentenced,text_final_stemmed,fitur_terdeteksi,text_final_stemmed_tokenized,polarity_score,polarity
aplikasi nya bagus sih aku juga jadi lebih cepet belajar bahasa Jepang bahkan lebih manjur dari aplikasi Duolingo kalo aplikasi Duolingo mah materinya di ulang² terus bahkan aku sampe udah hapal lho pokoknya thanksss bangettttt buat aplikasi iniiii SUMPAH KALIAN HARUS DOWNLOAD APLIKASI INI SEKARANG!!!,aplikasi nya bagus sih aku juga jadi lebih cepet belajar bahasa Jepang bahkan lebih manjur dari aplikasi Duolingo kalo aplikasi Duolingo mah materinya di ulang terus bahkan aku sampe udah hapal lho pokoknya thanksss bangettttt buat aplikasi iniiii SUMPAH KALIAN HARUS DOWNLOAD APLIKASI INI SEKARANG,aplikasi nya bagus sih aku juga jadi lebih cepet belajar bahasa jepang bahkan lebih manjur dari aplikasi duolingo kalo aplikasi duolingo mah materinya di ulang terus bahkan aku sampe udah hapal lho pokoknya thanksss bangettttt buat aplikasi iniiii sumpah kalian harus download aplikasi ini sekarang,aplikasi nya bagus sih aku juga jadi lebih cepet belajar bahasa jepang bahkan lebih manjur dari aplikasi duolingo kalo aplikasi duolingo mah materinya di ulang terus bahkan aku sampe udah hapal lho pokoknya thanksss bangettttt buat aplikasi iniiii sumpah kalian harus download aplikasi ini sekarang,aplikasi nya bagus sih aku juga jadi lebih cepat belajar bahasa jepang bahkan lebih manjur dari aplikasi duolingo kalau aplikasi duolingo mah materinya di ulang terus bahkan aku sampai sudah hapal lho pokoknya thanksss bangettttt buat aplikasi iniiii sumpah kalian harus download aplikasi ini sekarang,"['aplikasi', 'nya', 'bagus', 'sih', 'aku', 'juga', 'jadi', 'lebih', 'cepat', 'belajar', 'bahasa', 'jepang', 'bahkan', 'lebih', 'manjur', 'dari', 'aplikasi', 'duolingo', 'kalau', 'aplikasi', 'duolingo', 'mah', 'materinya', 'di', 'ulang', 'terus', 'bahkan', 'aku', 'sampai', 'sudah', 'hapal', 'lho', 'pokoknya', 'thanksss', 'bangettttt', 'buat', 'aplikasi', 'iniiii', 'sumpah', 'kalian', 'harus', 'download', 'aplikasi', 'ini', 'sekarang']","['aplikasi', 'nya', 'bagus', 'sih', 'aku', 'juga', 'jadi', 'lebih', 'cepat', 'belajar', 'bahasa', 'jepang', 'bahkan', 'lebih', 'manjur', 'dari', 'aplikasi', 'duolingo', 'kalau', 'aplikasi', 'duolingo', 'mah', 'materinya', 'di', 'ulang', 'terus', 'bahkan', 'aku', 'sampai', 'sudah', 'hapal', 'lho', 'pokoknya', 'thanksss', 'bangettttt', 'buat', 'aplikasi', 'iniiii', 'sumpah', 'kalian', 'harus', 'download', 'aplikasi', 'ini', 'sekarang']","['aplikasi', 'bagus', 'cepat', 'belajar', 'bahasa', 'jepang', 'manjur', 'aplikasi', 'duolingo', 'aplikasi', 'duolingo', 'mah', 'materinya', 'ulang', 'hapal', 'lho', 'pokoknya', 'thanksss', 'bangettttt', 'aplikasi', 'iniiii', 'sumpah', 'download', 'aplikasi']",aplikasi bagus cepat belajar bahasa jepang manjur aplikasi duolingo aplikasi duolingo mah materinya ulang hapal lho pokoknya thanksss bangettttt aplikasi iniiii sumpah download aplikasi,aplikasi bagus cepat ajar bahasa jepang manjur aplikasi duolingo aplikasi duolingo mah materi ulang hapal lho pokok thanksss bangettttt aplikasi iniiii sumpah download aplikasi,,"['aplikasi', 'bagus', 'cepat', 'ajar', 'bahasa', 'jepang', 'manjur', 'aplikasi', 'duolingo', 'aplikasi', 'duolingo', 'mah', 'materi', 'ulang', 'hapal', 'lho', 'pokok', 'thanksss', 'bangettttt', 'aplikasi', 'iniiii', 'sumpah', 'download', 'aplikasi']",41,positive
BAGUSS BANGETTTTT,BAGUSS BANGETTTTT,baguss bangettttt,baguss bangettttt,baguss bangettttt,"['baguss', 'bangettttt']","['baguss', 'bangettttt']","['baguss', 'bangettttt']",baguss bangettttt,baguss bangettttt,,"['baguss', 'bangettttt']",0,neutral
baguus banget buat belajar otodidak sih 😍,baguus banget buat belajar otodidak sih,baguus banget buat belajar otodidak sih,baguus banget buat belajar otodidak sih,baguus banget buat belajar otodidak sih,"['baguus', 'banget', 'buat', 'belajar', 'otodidak', 'sih']","['baguus', 'banget', 'buat', 'belajar', 'otodidak', 'sih']","['baguus', 'banget', 'belajar', 'otodidak']",baguus banget belajar otodidak,baguus banget ajar otodidak,,"['baguus', 'banget', 'ajar', 'otodidak']",4,positive
sangat bagusss 😻😻,sangat bagusss,sangat bagusss,sangat bagusss,sangat bagusss,"['sangat', 'bagusss']","['sangat', 'bagus']",['bagus'],bagus,bagus,,['bagus'],4,positive
thankyou,thankyou,thankyou,thankyou,thankyou,['thankyou'],['thankyou'],['thankyou'],thankyou,thankyou,,['thankyou'],0,neutral
bagus!!!,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,bagus,,['bagus'],4,positive
Banyak iklan dan tdk terstruktur,Banyak iklan dan tdk terstruktur,banyak iklan dan tdk terstruktur,banyak iklan dan tdk terstruktur,banyak iklan dan tidak terstruktur,"['banyak', 'iklan', 'dan', 'tidak', 'terstruktur']","['banyak', 'iklan', 'dan', 'tidak', 'terstruktur']","['iklan', 'terstruktur']",iklan terstruktur,iklan struktur,,"['iklan', 'struktur']",3,positive
bagus banget aps nyaa,bagus banget aps nyaa,bagus banget aps nyaa,bagus banget aps nyaa,bagus banget apa nyaa,"['bagus', 'banget', 'apa', 'nyaa']","['bagus', 'banget', 'apa', 'nyaa']","['bagus', 'banget', 'nyaa']",bagus banget nyaa,bagus banget nyaa,,"['bagus', 'banget', 'nyaa']",5,positive
Bagus deh pokoknya,Bagus deh pokoknya,bagus deh pokoknya,bagus deh pokoknya,bagus deh pokoknya,"['bagus', 'deh', 'pokoknya']","['bagus', 'deh', 'pokoknya']","['bagus', 'deh', 'pokoknya']",bagus deh pokoknya,bagus deh pokok,,"['bagus', 'deh', 'pokok']",7,positive
aplikasinya bagus tapi lebih bagus kalau nggak pake data,aplikasinya bagus tapi lebih bagus kalau nggak pake data,aplikasinya bagus tapi lebih bagus kalau nggak pake data,aplikasinya bagus lebih bagus kalau nggak pake data,aplikasinya bagus lebih bagus kalau tidak pakai data,"['aplikasinya', 'bagus', 'lebih', 'bagus', 'kalau', 'tidak', 'pakai', 'data']","['aplikasinya', 'bagus', 'lebih', 'bagus', 'kalau', 'tidak', 'pakai', 'data']","['aplikasinya', 'bagus', 'bagus', 'pakai', 'data']",aplikasinya bagus bagus pakai data,aplikasi bagus bagus pakai data,,"['aplikasi', 'bagus', 'bagus', 'pakai', 'data']",15,positive
"simpel, jelas, mudah dipahami, dan sangat membantu untuk belajar alfabet",simpel jelas mudah dipahami dan sangat membantu untuk belajar alfabet,simpel jelas mudah dipahami dan sangat membantu untuk belajar alfabet,simpel jelas mudah dipahami dan sangat membantu untuk belajar alfabet,simpel jelas mudah dipahami dan sangat membantu untuk belajar alfabet,"['simpel', 'jelas', 'mudah', 'dipahami', 'dan', 'sangat', 'membantu', 'untuk', 'belajar', 'alfabet']","['simpel', 'jelas', 'mudah', 'dipahami', 'dan', 'sangat', 'membantu', 'untuk', 'belajar', 'alfabet']","['simpel', 'mudah', 'dipahami', 'membantu', 'belajar', 'alfabet']",simpel mudah dipahami membantu belajar alfabet,simpel mudah paham bantu ajar alfabet,,"['simpel', 'mudah', 'paham', 'bantu', 'ajar', 'alfabet']",11,positive
sangat membantu saya dalam belajar bahasa Jepang dengan baik,sangat membantu saya dalam belajar bahasa Jepang dengan baik,sangat membantu saya dalam belajar bahasa jepang dengan baik,sangat membantu saya dalam belajar bahasa jepang dengan baik,sangat membantu saya dalam belajar bahasa jepang dengan baik,"['sangat', 'membantu', 'saya', 'dalam', 'belajar', 'bahasa', 'jepang', 'dengan', 'baik']","['sangat', 'membantu', 'saya', 'dalam', 'belajar', 'bahasa', 'jepang', 'dengan', 'baik']","['membantu', 'belajar', 'bahasa', 'jepang', 'baik']",membantu belajar bahasa jepang baik,bantu ajar bahasa jepang baik,,"['bantu', 'ajar', 'bahasa', 'jepang', 'baik']",12,positive
sangat baggus,sangat baggus,sangat baggus,sangat baggus,sangat baggus,"['sangat', 'baggus']","['sangat', 'baggus']",['baggus'],baggus,baggus,,['baggus'],0,neutral
"bagus banget!! ada gambarnya, anjingnya juga imut. terus pelajaran nya dipisah jadi beberapa unit, terus isi masing² unit beda² jadi g pusing. satu unit isinya 7 pelajaran.",bagus banget ada gambarnya anjingnya juga imut terus pelajaran nya dipisah jadi beberapa unit terus isi masing unit beda jadi g pusing satu unit isinya  pelajaran,bagus banget ada gambarnya anjingnya juga imut terus pelajaran nya dipisah jadi beberapa unit terus isi masing unit beda jadi g pusing satu unit isinya  pelajaran,bagus banget ada gambarnya anjingnya juga imut terus pelajaran nya dipisah jadi beberapa unit terus isi masing unit beda jadi g pusing satu unit isinya  pelajaran,bagus banget ada gambarnya anjingnya juga imut terus pelajaran nya dipisah jadi beberapa unit terus isi masing unit beda jadi g pusing satu unit isinya pelajaran,"['bagus', 'banget', 'ada', 'gambarnya', 'anjingnya', 'juga', 'imut', 'terus', 'pelajaran', 'nya', 'dipisah', 'jadi', 'beberapa', 'unit', 'terus', 'isi', 'masing', 'unit', 'beda', 'jadi', 'g', 'pusing', 'satu', 'unit', 'isinya', 'pelajaran']","['bagus', 'banget', 'ada', 'gambarnya', 'anjingnya', 'juga', 'imut', 'terus', 'pelajaran', 'nya', 'dipisah', 'jadi', 'beberapa', 'unit', 'terus', 'isi', 'masing', 'unit', 'beda', 'jadi', 'g', 'pusing', 'satu', 'unit', 'isinya', 'pelajaran']","['bagus', 'banget', 'gambarnya', 'anjingnya', 'imut', 'pelajaran', 'dipisah', 'unit', 'isi', 'unit', 'beda', 'g', 'pusing', 'unit', 'isinya', 'pelajaran']",bagus banget gambarnya anjingnya imut pelajaran dipisah unit isi unit beda g pusing unit isinya pelajaran,bagus banget gambar anjing imut ajar pisah unit isi unit beda g pusing unit isi ajar,,"['bagus', 'banget', 'gambar', 'anjing', 'imut', 'ajar', 'pisah', 'unit', 'isi', 'unit', 'beda', 'g', 'pusing', 'unit', 'isi', 'ajar']",50,positive
sangat berguna,sangat berguna,sangat berguna,sangat berguna,sangat berguna,"['sangat', 'berguna']","['sangat', 'berguna']",['berguna'],berguna,guna,,['guna'],1,positive
"Bagus aplikasinya, kadang kasian karena dicuekin terus notifnya 😂👌🏻",Bagus aplikasinya kadang kasian karena dicuekin terus notifnya,bagus aplikasinya kadang kasian karena dicuekin terus notifnya,bagus aplikasinya kadang kasian karena dicuekin terus notifnya,bagus aplikasinya kadang kasian karena dicuekin terus notifnya,"['bagus', 'aplikasinya', 'kadang', 'kasian', 'karena', 'dicuekin', 'terus', 'notifnya']","['bagus', 'aplikasinya', 'kadang', 'kasian', 'karena', 'dicuekin', 'terus', 'notifnya']","['bagus', 'aplikasinya', 'kadang', 'kasian', 'dicuekin', 'notifnya']",bagus aplikasinya kadang kasian dicuekin notifnya,bagus aplikasi kadang kasi dicuekin notifnya,,"['bagus', 'aplikasi', 'kadang', 'kasi', 'dicuekin', 'notifnya']",15,positive
"seruu, aku lebih mudah belajar bahasa jepang🙌🏻",seruu aku lebih mudah belajar bahasa jepang,seruu aku lebih mudah belajar bahasa jepang,seruu aku lebih mudah belajar bahasa jepang,seruu aku lebih mudah belajar bahasa jepang,"['seruu', 'aku', 'lebih', 'mudah', 'belajar', 'bahasa', 'jepang']","['seruu', 'aku', 'lebih', 'mudah', 'belajar', 'bahasa', 'jepang']","['seruu', 'mudah', 'belajar', 'bahasa', 'jepang']",seruu mudah belajar bahasa jepang,seruu mudah ajar bahasa jepang,,"['seruu', 'mudah', 'ajar', 'bahasa', 'jepang']",8,positive
"aplikasi seruu uman ada iklannya, tapi gapapalahyaa☺️",aplikasi seruu uman ada iklannya tapi gapapalahyaa,aplikasi seruu uman ada iklannya tapi gapapalahyaa,aplikasi seruu uman ada iklannya gapapalahyaa,aplikasi seruu uman ada iklannya gapapalahyaa,"['aplikasi', 'seruu', 'uman', 'ada', 'iklannya', 'gapapalahyaa']","['aplikasi', 'seruu', 'uman', 'ada', 'iklannya', 'gapapalahyaa']","['aplikasi', 'seruu', 'uman', 'iklannya', 'gapapalahyaa']",aplikasi seruu uman iklannya gapapalahyaa,aplikasi seruu uman iklan gapapalahyaa,,"['aplikasi', 'seruu', 'uman', 'iklan', 'gapapalahyaa']",4,positive
"waw, sigma bgt ak jd suka deh 😳😳",waw sigma bgt ak jd suka deh,waw sigma bgt ak jd suka deh,waw sigma bgt ak jd suka deh,waw sigma banget saya jadi suka deh,"['waw', 'sigma', 'banget', 'saya', 'jadi', 'suka', 'deh']","['waw', 'sigma', 'banget', 'saya', 'jadi', 'suka', 'deh']","['waw', 'sigma', 'banget', 'suka', 'deh']",waw sigma banget suka deh,waw sigma banget suka deh,,"['waw', 'sigma', 'banget', 'suka', 'deh']",2,positive
ini benar-benar membantu 🤠😇😇,ini benarbenar membantu,ini benarbenar membantu,ini benarbenar membantu,ini benarbenar membantu,"['ini', 'benarbenar', 'membantu']","['ini', 'benarbenar', 'membantu']","['benarbenar', 'membantu']",benarbenar membantu,benarbenar bantu,,"['benarbenar', 'bantu']",4,positive
"bagus banget dah, jadi bisa tau bahasa Jepang !!",bagus banget dah jadi bisa tau bahasa Jepang,bagus banget dah jadi bisa tau bahasa jepang,bagus banget dah jadi bisa tau bahasa jepang,bagus banget deh jadi bisa tahu bahasa jepang,"['bagus', 'banget', 'deh', 'jadi', 'bisa', 'tahu', 'bahasa', 'jepang']","['bagus', 'banget', 'deh', 'jadi', 'bisa', 'tahu', 'bahasa', 'jepang']","['bagus', 'banget', 'deh', 'bahasa', 'jepang']",bagus banget deh bahasa jepang,bagus banget deh bahasa jepang,,"['bagus', 'banget', 'deh', 'bahasa', 'jepang']",9,positive
kerja sama,kerja sama,kerja sama,kerja sama,kerja sama,"['kerja', 'sama']","['kerja', 'sama']",['kerja'],kerja,kerja,,['kerja'],2,positive
Saya suka apk ini belajar dari dasar banget tentang alfabet Alhamdulillah sudah bisa masuk,Saya suka apk ini belajar dari dasar banget tentang alfabet Alhamdulillah sudah bisa masuk,saya suka apk ini belajar dari dasar banget tentang alfabet alhamdulillah sudah bisa masuk,saya suka apk ini belajar dari dasar banget tentang alfabet alhamdulillah sudah bisa masuk,saya suka apk ini belajar dari dasar banget tentang alfabet alhamdulillah sudah bisa masuk,"['saya', 'suka', 'apk', 'ini', 'belajar', 'dari', 'dasar', 'banget', 'tentang', 'alfabet', 'alhamdulillah', 'sudah', 'bisa', 'masuk']","['saya', 'suka', 'apk', 'ini', 'belajar', 'dari', 'dasar', 'banget', 'tentang', 'alfabet', 'alhamdulillah', 'sudah', 'bisa', 'masuk']","['suka', 'apk', 'belajar', 'dasar', 'banget', 'alfabet', 'alhamdulillah', 'masuk']",suka apk belajar dasar banget alfabet alhamdulillah masuk,suka apk ajar dasar banget alfabet alhamdulillah masuk,,"['suka', 'apk', 'ajar', 'dasar', 'banget', 'alfabet', 'alhamdulillah', 'masuk']",13,positive
sangat bagus buat yang pemula,sangat bagus buat yang pemula,sangat bagus buat yang pemula,sangat bagus buat yang pemula,sangat bagus buat yang pemula,"['sangat', 'bagus', 'buat', 'yang', 'pemula']","['sangat', 'bagus', 'buat', 'yang', 'pemula']","['bagus', 'pemula']",bagus pemula,bagus mula,,"['bagus', 'mula']",7,positive
"Aplikasi anda sangat lah bagus, saya suka aplikasi ini",Aplikasi anda sangat lah bagus saya suka aplikasi ini,aplikasi anda sangat lah bagus saya suka aplikasi ini,aplikasi anda sangat lah bagus saya suka aplikasi ini,aplikasi anda sangat lah bagus saya suka aplikasi ini,"['aplikasi', 'anda', 'sangat', 'lah', 'bagus', 'saya', 'suka', 'aplikasi', 'ini']","['aplikasi', 'anda', 'sangat', 'lah', 'bagus', 'saya', 'suka', 'aplikasi', 'ini']","['aplikasi', 'bagus', 'suka', 'aplikasi']",aplikasi bagus suka aplikasi,aplikasi bagus suka aplikasi,,"['aplikasi', 'bagus', 'suka', 'aplikasi']",13,positive
belajar aksara jepang jadi lebih mudah,belajar aksara jepang jadi lebih mudah,belajar aksara jepang jadi lebih mudah,belajar aksara jepang jadi lebih mudah,belajar aksara jepang jadi lebih mudah,"['belajar', 'aksara', 'jepang', 'jadi', 'lebih', 'mudah']","['belajar', 'aksara', 'jepang', 'jadi', 'lebih', 'mudah']","['belajar', 'aksara', 'jepang', 'mudah']",belajar aksara jepang mudah,ajar aksara jepang mudah,,"['ajar', 'aksara', 'jepang', 'mudah']",4,positive
aplikasi nya bagus banget,aplikasi nya bagus banget,aplikasi nya bagus banget,aplikasi nya bagus banget,aplikasi nya bagus banget,"['aplikasi', 'nya', 'bagus', 'banget']","['aplikasi', 'nya', 'bagus', 'banget']","['aplikasi', 'bagus', 'banget']",aplikasi bagus banget,aplikasi bagus banget,,"['aplikasi', 'bagus', 'banget']",9,positive
bagusss banget..,bagusss banget,bagusss banget,bagusss banget,bagusss banget,"['bagusss', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget,bagus banget,,"['bagus', 'banget']",5,positive
... bagus bgt,bagus bgt,bagus bgt,bagus bgt,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget,bagus banget,,"['bagus', 'banget']",5,positive
Sangat bagus untuk pemula,Sangat bagus untuk pemula,sangat bagus untuk pemula,sangat bagus untuk pemula,sangat bagus untuk pemula,"['sangat', 'bagus', 'untuk', 'pemula']","['sangat', 'bagus', 'untuk', 'pemula']","['bagus', 'pemula']",bagus pemula,bagus mula,,"['bagus', 'mula']",7,positive
sangat bermanfaat untuk pemula,sangat bermanfaat untuk pemula,sangat bermanfaat untuk pemula,sangat bermanfaat untuk pemula,sangat bermanfaat untuk pemula,"['sangat', 'bermanfaat', 'untuk', 'pemula']","['sangat', 'bermanfaat', 'untuk', 'pemula']","['bermanfaat', 'pemula']",bermanfaat pemula,manfaat mula,,"['manfaat', 'mula']",8,positive
sangat 👍😎bagus,sangat bagus,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']",['bagus'],bagus,bagus,,['bagus'],4,positive
sangat puas!,sangat puas,sangat puas,sangat puas,sangat puas,"['sangat', 'puas']","['sangat', 'puas']",['puas'],puas,puas,,['puas'],3,positive
bagiku ini sangat baguuuuuus 100/100,bagiku ini sangat baguuuuuus,bagiku ini sangat baguuuuuus,bagiku ini sangat baguuuuuus,bagiku ini sangat baguuuuuus,"['bagiku', 'ini', 'sangat', 'baguuuuuus']","['bagiku', 'ini', 'sangat', 'baguuuuuus']","['bagiku', 'baguuuuuus']",bagiku baguuuuuus,bagi baguuuuuus,,"['bagi', 'baguuuuuus']",4,positive
aplikasi ini sangat bagus dan menbantu,aplikasi ini sangat bagus dan menbantu,aplikasi ini sangat bagus dan menbantu,aplikasi ini sangat bagus dan menbantu,aplikasi ini sangat bagus dan menbantu,"['aplikasi', 'ini', 'sangat', 'bagus', 'dan', 'menbantu']","['aplikasi', 'ini', 'sangat', 'bagus', 'dan', 'menbantu']","['aplikasi', 'bagus', 'menbantu']",aplikasi bagus menbantu,aplikasi bagus menbantu,,"['aplikasi', 'bagus', 'menbantu']",8,positive
"kerennn, belajar makinm seruuu",kerennn belajar makinm seruuu,kerennn belajar makinm seruuu,kerennn belajar makinm seruuu,kerennn belajar makinm seruuu,"['kerennn', 'belajar', 'makinm', 'seruuu']","['kerennn', 'belajar', 'makinm', 'seruuu']","['kerennn', 'belajar', 'makinm', 'seruuu']",kerennn belajar makinm seruuu,kerennn ajar makinm seruuu,,"['kerennn', 'ajar', 'makinm', 'seruuu']",3,positive
"Saya senang belajar dngn Hey Japan. Memudahajan Saya menghafal Kosakata, dan Cara menulis yang baik dan Benar.",Saya senang belajar dngn Hey Japan Memudahajan Saya menghafal Kosakata dan Cara menulis yang baik dan Benar,saya senang belajar dngn hey japan memudahajan saya menghafal kosakata dan cara menulis yang baik dan benar,saya senang belajar dngn hey japan memudahajan saya menghafal kosakata dan cara menulis yang baik dan benar,saya senang belajar dengan hai japan memudahajan saya menghafal kosakata dan cara menulis yang baik dan benar,"['saya', 'senang', 'belajar', 'dengan', 'hai', 'japan', 'memudahajan', 'saya', 'menghafal', 'kosakata', 'dan', 'cara', 'menulis', 'yang', 'baik', 'dan', 'benar']","['saya', 'senang', 'belajar', 'dengan', 'hai', 'japan', 'memudahajan', 'saya', 'menghafal', 'kosakata', 'dan', 'cara', 'menulis', 'yang', 'baik', 'dan', 'benar']","['senang', 'belajar', 'hai', 'japan', 'memudahajan', 'menghafal', 'kosakata', 'menulis', 'baik']",senang belajar hai japan memudahajan menghafal kosakata menulis baik,senang ajar hai japan memudahajan hafal kosakata tulis baik,kotoba,"['senang', 'ajar', 'hai', 'japan', 'memudahajan', 'hafal', 'kosakata', 'tulis', 'baik']",11,positive
Sangat bagus,Sangat bagus,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']",['bagus'],bagus,bagus,,['bagus'],4,positive
seru bagus banget dan mudah banget dipahami jadi ya aku rating 5 aaa aku ingin kejepang tapi masih SD,seru bagus banget dan mudah banget dipahami jadi ya aku rating  aaa aku ingin kejepang tapi masih SD,seru bagus banget dan mudah banget dipahami jadi ya aku rating  aaa aku ingin kejepang tapi masih sd,seru bagus banget dan mudah banget dipahami jadi ya aku rating  aaa aku ingin kejepang masih sd,seru bagus banget dan mudah banget dipahami jadi iya aku rating aaa aku ingin kejepang masih sd,"['seru', 'bagus', 'banget', 'dan', 'mudah', 'banget', 'dipahami', 'jadi', 'iya', 'aku', 'rating', 'aaa', 'aku', 'ingin', 'kejepang', 'masih', 'sd']","['seru', 'bagus', 'banget', 'dan', 'mudah', 'banget', 'dipahami', 'jadi', 'iya', 'aku', 'rating', 'aaa', 'aku', 'ingin', 'kejepang', 'masih', 'sd']","['seru', 'bagus', 'banget', 'mudah', 'banget', 'dipahami', 'rating', 'aaa', 'kejepang', 'sd']",seru bagus banget mudah banget dipahami rating aaa kejepang sd,seru bagus banget mudah banget paham rating aaa kejepang sd,,"['seru', 'bagus', 'banget', 'mudah', 'banget', 'paham', 'rating', 'aaa', 'kejepang', 'sd']",12,positive
keren👍,keren,keren,keren,keren,['keren'],['keren'],['keren'],keren,keren,,['keren'],2,positive
baguss banget pas pertama ada cara baca huruf dan mengenalnya setiap dia huruf di kasih kulit kecil kecilan ❤❤❤❤,baguss banget pas pertama ada cara baca huruf dan mengenalnya setiap dia huruf di kasih kulit kecil kecilan,baguss banget pas pertama ada cara baca huruf dan mengenalnya setiap dia huruf di kasih kulit kecil kecilan,baguss banget pas pertama ada cara baca huruf dan mengenalnya setiap dia huruf di kasih kulit kecil kecilan,baguss banget pas pertama ada cara baca huruf dan mengenalnya setiap dia huruf di kasih kulit kecil kecilan,"['baguss', 'banget', 'pas', 'pertama', 'ada', 'cara', 'baca', 'huruf', 'dan', 'mengenalnya', 'setiap', 'dia', 'huruf', 'di', 'kasih', 'kulit', 'kecil', 'kecilan']","['baguss', 'banget', 'pas', 'pertama', 'ada', 'cara', 'baca', 'huruf', 'dan', 'mengenalnya', 'setiap', 'dia', 'huruf', 'di', 'kasih', 'kulit', 'kecil', 'kecilan']","['baguss', 'banget', 'pas', 'baca', 'huruf', 'mengenalnya', 'huruf', 'kasih', 'kulit', 'kecilan']",baguss banget pas baca huruf mengenalnya huruf kasih kulit kecilan,baguss banget pas baca huruf kenal huruf kasih kulit kecil,,"['baguss', 'banget', 'pas', 'baca', 'huruf', 'kenal', 'huruf', 'kasih', 'kulit', 'kecil']",11,positive
seru belajar di aplikasi hey Japan🥰,seru belajar di aplikasi hey Japan,seru belajar di aplikasi hey japan,seru belajar di aplikasi hey japan,seru belajar di aplikasi hai japan,"['seru', 'belajar', 'di', 'aplikasi', 'hai', 'japan']","['seru', 'belajar', 'di', 'aplikasi', 'hai', 'japan']","['seru', 'belajar', 'aplikasi', 'hai', 'japan']",seru belajar aplikasi hai japan,seru ajar aplikasi hai japan,,"['seru', 'ajar', 'aplikasi', 'hai', 'japan']",15,positive
